Type,Name,Location,Capacity,Phone
DAY CARE (FACILITY-BASED PROGRAM),AM PM DAYCARE INCORPORATED,"4003 51 AVENUE  LLOYDMINSTER, AB  T9V 3M9",51,780-875-8784
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),AM PM DAYCARE INCORPORATED,"4003 51 AVENUE  LLOYDMINSTER, AB  T9V 3M9",51,780-875-8784
DAY CARE (FACILITY-BASED PROGRAM),AMAZING GRACE DAYCARE,"10830 96 STREET NW  EDMONTON, AB  T5H 2J9",38,780-328-1700
DAY CARE (FACILITY-BASED PROGRAM),AMBLESIDE DAYCARE,"UNIT 114 6060 ANDREWS WAY SW  EDMONTON, AB  T6W 3S9",122,780-250-1828
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),AMBLESIDE DAYCARE,"UNIT 114 6060 ANDREWS WAY SW  EDMONTON, AB  T6W 3S9",122,780-250-1828
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),AMY'S DAYCARE,"4317 167 AVENUE NW  EDMONTON, AB  T5Y 3Y2",117,780-666-0137
DAY CARE (FACILITY-BASED PROGRAM),AMY'S DAYCARE,"4317 167 AVENUE NW  EDMONTON, AB  T5Y 3Y2",117,780-666-0137
DAY CARE (FACILITY-BASED PROGRAM),AN ENCHANTED FOREST DAYCARE,"500 RIVERCREST CRESCENT  ST. ALBERT, AB  T8N 3B9",120,780-459-0888
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),AN ENCHANTED FOREST DAYCARE,"500 RIVERCREST CRESCENT  ST. ALBERT, AB  T8N 3B9",120,780-459-0888
PRE-SCHOOL (FACILITY-BASED PROGRAM),ANDREW PRE-SCHOOL PROGRAM,"4922-50 AVE  ANDREW, AB  T0B 0C0",20,780-365-3501
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ANGEL KEEPERS DAYCARE,"12839 50 STREET  EDMONTON, AB  T5A 4L8",146,780-250-8200
DAY CARE (FACILITY-BASED PROGRAM),ANGEL KEEPERS DAYCARE,"12839 50 STREET  EDMONTON, AB  T5A 4L8",146,780-250-8200
DAY CARE (FACILITY-BASED PROGRAM),ANGEL WINGS DAYCARE INC.,"2 WEST HALL PLACE  COCHRANE, AB  T4C 1M5",46,587-719-6972
DAY CARE (FACILITY-BASED PROGRAM),ANGELS DAYCARE,"7917 106 AVENUE  EDMONTON, AB  T6A 1H7",32,780-485-0008
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ANGELS DAYCARE,"7917 106 AVENUE  EDMONTON, AB  T6A 1H7",32,780-485-0008
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ANN'S AFTER SCHOOL,"10029 99TH AVENUE  FORT SASKATCHEWAN, AB  T8L 1R6",30,780-718-4410
DAY CARE (FACILITY-BASED PROGRAM),ANN'S DAY CARE LTD.,"SUITE 200, 10211 100 AVE  FORT SASKATCHEWAN, AB  T8L 1Y7",36,780-718-4410
DAY CARE (FACILITY-BASED PROGRAM),ANNE'S KINDER KASTLE,"7909 82 AVENUE  EDMONTON, AB  T6C 0Y1",44,780-488-3336
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),APOLLO OUT OF SCHOOL CARE,"6015 184 STREET  EDMONTON, AB  T6M 1T8",60,780-489-0810
DAY CARE (FACILITY-BASED PROGRAM),APPLE CHILDCARE CENTRE,"UNIT 102 6120 SCHONSEE WAY NW  EDMONTON, AB  T5Z 0K4",88,780-456-6993
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),APPLE CHILDCARE CENTRE,"UNIT 102 6120 SCHONSEE WAY NW  EDMONTON, AB  T5Z 0K4",88,780-456-6993
PRE-SCHOOL (FACILITY-BASED PROGRAM),APPLE TREE PRESCHOOL,"352, 2335 - 162 AVENUE SW  CALGARY, AB  T2Y 4S6",40,403-252-1161
DAY CARE (FACILITY-BASED PROGRAM),APPLETON CHILDCARE CENTRE,"10344 119 STREET  EDMONTON, AB  T5K 1Z6",39,780-884-5013
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ARCHBISHOP JOSEPH MACNEIL OUT OF SCHOOL CARE,"750 LEGER WAY  ARCHBISHOP JOSEPH MACNEIL SCHOOL  EDMONTON, AB  T6R 3H4",65,780-432-4855
PRE-SCHOOL (FACILITY-BASED PROGRAM),ARDMORE SCHOOL PRE SCHOOL,"4801-48 STREET  ARDMORE, AB  T0A 0B0",28,780-826-5144
PRE-SCHOOL (FACILITY-BASED PROGRAM),ARTISTIQUE GYMANSTICS CLUB AND PLAYSCHOOL,"17-7102 52 STREET  LACOMBE, AB  T4L 1Y9",48,403-358-8498
DAY CARE (FACILITY-BASED PROGRAM),ARTISTIQUE GYMANSTICS CLUB AND PLAYSCHOOL,"17-7102 52 STREET  LACOMBE, AB  T4L 1Y9",48,403-358-8498
DAY CARE (FACILITY-BASED PROGRAM),ARTS IN MOTION PRESCHOOL,"#200, 6731 52 AVENUE  RED DEER, AB  T4N 4K8",80,403-347-9101
PRE-SCHOOL (FACILITY-BASED PROGRAM),ARTS IN MOTION PRESCHOOL,"#200, 6731 52 AVENUE  RED DEER, AB  T4N 4K8",80,403-347-9101
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ARTS IN MOTION PRESCHOOL,"#200, 6731 52 AVENUE  RED DEER, AB  T4N 4K8",80,403-347-9101
DAY CARE (FACILITY-BASED PROGRAM),ASLAN DAY CARE CENTRE,"101 JERRY POTTS BLVD WEST  LETHBRIDGE, AB  T1K 5H7",100,403-381-2626
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ASPEN AFTER SCHOOL CARE,"11807/11811- 40 AVE  EDMONTON, AB  T6J 0R8",52,780-705-1133
DAY CARE (FACILITY-BASED PROGRAM),ASPEN HILL MONTESSORI,"742 - 85 STREET SW  CALGARY, AB  T3H 4C7",70,403-246-2794
DAY CARE (FACILITY-BASED PROGRAM),ASPEN HILL MONTESSORI INC. - STRATHCONA CAMPUS,"7102 - 14 AVENUE SW  CALGARY, AB  T3H 4G7",35,403-246-2794
DAY CARE (FACILITY-BASED PROGRAM),ASPEN LAKES DISCOVERY CENTER LTD.,"201-202-5001 ASPEN LAKES BLVD.  BLACKFALDS, AB  T4M 0H1",48,587-797-2095
DAY CARE (FACILITY-BASED PROGRAM),ASSOCIATION OF CIVIC EMPLOYEES CHILD DEVELOPMENT CENTRE,"821 - 3 STREET SE  CALGARY, AB  T2G 5E6",68,403-268-4803
PRE-SCHOOL (FACILITY-BASED PROGRAM),ASSOCIATION PRE-MATERNELLE LES BOUTS D'CHOUX,"2850 MILLWOODS ROAD  FRERE ANTOINE SCHOOL  EDMONTON, AB  T6K 4A1",18,780-975-7188
PRE-SCHOOL (FACILITY-BASED PROGRAM),ASSOCIATION PREMATERNELLE GRANDIR A PETITS PAS,"5505 MAGASIN AVENUE  ECOLE FRANCOPHONE BEAUMONT  BEAUMONT, AB  T4X 1V8",17,780-974-3558
PRE-SCHOOL (FACILITY-BASED PROGRAM),ASUNI WAHCHI AWASISUK ABORIGINAL HEAD START,"4706-46 STREET  ROCKY MOUNTAIN HOUSE, AB  T4T 1C5",20,403-846-6997
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ATLAS LEARNING ACADEMY LTD.,"508 - 3 AVENUE SE  AIRDRIE, AB  T4B 2C2",64,403-912-1133
DAY CARE (FACILITY-BASED PROGRAM),ATLAS LEARNING ACADEMY LTD.,"508 - 3 AVENUE SE  AIRDRIE, AB  T4B 2C2",64,403-912-1133
PRE-SCHOOL (FACILITY-BASED PROGRAM),AU CHAPEAU PRESCHOOL,"101 8 ST SW  MEDICINE HAT, AB  T1A 4L5",16,403-529-7695
DAY CARE (FACILITY-BASED PROGRAM),AUNTIE LEE'S INNOVATIVE FUNDED PROGRAM,"7904 10A AVENUE NW  EDMONTON, AB  T6K 3S5",14,780-450-2005
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),AUNTIE LEE'S INNOVATIVE FUNDED PROGRAM,"7904 10A AVENUE NW  EDMONTON, AB  T6K 3S5",14,780-450-2005
DAY CARE (FACILITY-BASED PROGRAM),AUNTIE ROSE'S COMMUNITY DAYCARE,"6 D SUPERIOR STREET  DEVON, AB  T9G 1E8",40,780-987-7338
DAY CARE (FACILITY-BASED PROGRAM),AURORA LEARNING TREE,"3831 WEIDLE CRESCENT SW  EDMONTON, AB  T6X 2E4",34,780-235-1470
PRE-SCHOOL (FACILITY-BASED PROGRAM),AVONMORE COMMUNITY PLAYSCHOOL,"7902 - 73 AVENUE  RINK BUILDING  EDMONTON, AB  T6C 0C5",24,780-465-1941
PRE-SCHOOL (FACILITY-BASED PROGRAM),B-SMART LEARNING CENTER INC.,"13639 66 STREET  EDMONTON, AB  T5C 0B8",40,780-982-4928
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),B-SMART LEARNING CENTER INC.,"211 10807 CASTLEDOWNS ROAD  EDMONTON, AB  T5X 3N7",115,780-982-4928
DAY CARE (FACILITY-BASED PROGRAM),B-SMART LEARNING CENTER INC.,"211 10807 CASTLEDOWNS ROAD  EDMONTON, AB  T5X 3N7",115,780-982-4928
DAY CARE (FACILITY-BASED PROGRAM),BABYCARE MONTESSORI CHILDREN'S CENTRE,"4657 MACLEOD TRAIL SOUTH  CALGARY, AB  T2G 5C1",39,403-243-2645
DAY CARE (FACILITY-BASED PROGRAM),BALWIN DAY CARE CENTRE,"13112 68 STREET  EDMONTON, AB  T5C 0E9",60,780-478-3839
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BALWIN DAY CARE CENTRE,"13112 68 STREET  EDMONTON, AB  T5C 0E9",60,780-478-3839
DAY CARE (FACILITY-BASED PROGRAM),BALWIN LEARN N PLAY DAYCARE & OUT OF SCHOOL CARE,"7115 132 AVENUE  EDMONTON, AB  T5C 2A7",56,780-200-9242
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BALWIN LEARN N PLAY DAYCARE & OUT OF SCHOOL CARE,"7115 132 AVENUE  EDMONTON, AB  T5C 2A7",56,780-200-9242
DAY CARE (FACILITY-BASED PROGRAM),BAMBI CHILD CARE,"10503 OAKMOOR WAY SW  CALGARY, AB  T2W 2C8",61,403-281-5255
DAY CARE (FACILITY-BASED PROGRAM),BAMBINI GRANVILLE,"20930 62 AVENUE  EDMONTON, AB  T5T 4L7",168,825-401-1813
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BAMBINI GRANVILLE,"20930 62 AVENUE  EDMONTON, AB  T5T 4L7",168,825-401-1813
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BAMBY DAY CARE CENTRE,"RM #22 13910 122 AVENUE  DOVERCOURT ELEMENTARY SCHOOL  EDMONTON, AB  T5L 2W3",47,780-451-5540
DAY CARE (FACILITY-BASED PROGRAM),BAMBY DAY CARE CENTRE,"RM #22 13910 122 AVENUE  DOVERCOURT ELEMENTARY SCHOOL  EDMONTON, AB  T5L 2W3",47,780-451-5540
DAY CARE (FACILITY-BASED PROGRAM),BANFF CHILD CARE CENTRE,"349 BIG HORN STREET  BANFF, AB  T1L 1B4",82,403-762-3339
PRE-SCHOOL (FACILITY-BASED PROGRAM),BANFF RUNDLE PLAYSCHOOL,"302 BUFFALO STREET  BANFF, AB  T1L 1B7",24,403-762-4828
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BARR COLONY - O.S.C.,"3103 - 52 AVENUE  LLOYDMINSTER, AB  T9V 1M9",45,780-875-4054
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BASSANO DYNAMITE ACADEMY,"202 8TH STREET  BASSANO, AB  T0J 0B0",35,403-501-0077
DAY CARE (FACILITY-BASED PROGRAM),BASSANO DYNAMITE ACADEMY,"202 8TH STREET  BASSANO, AB  T0J 0B0",35,403-501-0077
PRE-SCHOOL (FACILITY-BASED PROGRAM),BATURYN COMMUNITY LEAGUE PLAYSCHOOL,"10505 172 AVENUE  EDMONTON, AB  T5X 3X2",17,780-473-1915
PRE-SCHOOL (FACILITY-BASED PROGRAM),BAWLF OUT OF SCHOOL CARE,"201 MACRAE STREET  BAWLF, AB  T0B 0J0",42,780-373-2115
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BAWLF OUT OF SCHOOL CARE,"201 MACRAE STREET  BAWLF, AB  T0B 0J0",42,780-373-2115
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BCS - CHILD CARE PROGRAMS,"15001 - 69 STREET NW  CALGARY, AB  T3R 1C5",46,403-295-2566
PRE-SCHOOL (FACILITY-BASED PROGRAM),BCS - CHILD CARE PROGRAMS,"15001 - 69 STREET NW  CALGARY, AB  T3R 1C5",46,403-295-2566
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEACON HILL BETHEL CHILDCARE,"210 BEACON HILL DRIVE  FORT MCMURRAY, AB  T9H 2R1",44,780-750-7700
DAY CARE (FACILITY-BASED PROGRAM),BEACON HILL BETHEL CHILDCARE,"210 BEACON HILL DRIVE  FORT MCMURRAY, AB  T9H 2R1",44,780-750-7700
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEAMTON MONTESSORI INC.,"105, 500 CENTRE AVENUE NE  AIRDRIE, AB  T4B 1P8",30,403-918-0121
DAY CARE (FACILITY-BASED PROGRAM),BEAR FAMILY CHILDREN'S CENTER,"509 KING STREET  SPRUCE GROVE, AB  T7X 1K1",89,780-946-6252
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEAR FAMILY CHILDREN'S CENTER,"509 KING STREET  SPRUCE GROVE, AB  T7X 1K1",89,780-946-6252
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEARSPAW PRESCHOOL,"253220 BEARSPAW ROAD NW  SUITE 200  CALGARY, AB  T3L 2P5",40,403-239-4441
DAY CARE (FACILITY-BASED PROGRAM),BEAUMONT EARLY LEARNING CHILD CARE CENTRE,"4901 55 AVENUE  BEAUMONT, AB  T4X 1M9",78,780-929-1263
DAY CARE (FACILITY-BASED PROGRAM),BEAUMONT MONTESSORI EARLY LEARNING LTD.,"105-5601 MAGASIN AVENUE  BEAUMONT, AB  T4X 1V8",97,587-474-1311
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEAUMONT MONTESSORI EARLY LEARNING LTD.,"105-5601 MAGASIN AVENUE  BEAUMONT, AB  T4X 1V8",97,587-474-1311
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEAUMONT SCHOOL AGED SITE,"4306 44 STREET  BEAUMONT, AB  T4X 1K3",61,780-929-1263
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEAUX ESPRITS PLAYSCHOOL,"17655 64 AVENUE  OUR LADY OF PRAIRIES SCHOOL  EDMONTON, AB  T5T 4A6",18,780-484-4926
DAY CARE (FACILITY-BASED PROGRAM),BEAVERLODGE DAY CARE,"1220-5TH AVENUE  BEAVERLODGE, AB  T0H 0C0",80,780-354-2855
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEAVERLODGE DAY CARE,"1220-5TH AVENUE  BEAVERLODGE, AB  T0H 0C0",80,780-354-2855
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEBE'S DAYCARE,"12124 161 AVENUE  EDMONTON, AB  T5X 5M8",117,780-456-5002
DAY CARE (FACILITY-BASED PROGRAM),BEBE'S DAYCARE,"12124 161 AVENUE  EDMONTON, AB  T5X 5M8",117,780-456-5002
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEDDINGTON HEIGHTS BEFORE AND AFTER SCHOOL PROGRAM,"375 BERMUDA DRIVE NW  CALGARY, AB  T3K 2J5",126,403-295-8837
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEDROCK PLAYSCHOOL SOCIETY,"195 3 AVE EAST  DRUMHELLER, AB  T0J 0Y0",20,403-823-6391
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEE CREATIVE PLAYSCHOOL,"4912 50 AVE  BEAUMONT, AB  T4X 1J9",22,780-909-8764
DAY CARE (FACILITY-BASED PROGRAM),BEE HIVE CHILD CARE CENTER,"334 HIGHWAY AVE  PICTURE BUTTE, AB  T0K 1V0",54,403-732-4051
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEISEKER PLAYSCHOOL ASSOCIATION,"401 - 5 STREET  BEISEKER, AB  T0M 0G0",18,403-947-2463
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BELFAST STUDENT CARE,"1229 - 17A STREET NE  CALGARY, AB  T2E 4V4",60,403-277-3361
PRE-SCHOOL (FACILITY-BASED PROGRAM),BELGRAVIA CO-OPERATIVE PLAYSCHOOL,"11540 73 AVENUE  EDMONTON, AB  T6G 0G1",16,780-292-5195
DAY CARE (FACILITY-BASED PROGRAM),BELLA CASA MONTESSORI SCHOOL,"104, 5430 - 17 AVENUE SE  CALGARY, AB  T2A 1J3",20,403-313-7235
PRE-SCHOOL (FACILITY-BASED PROGRAM),BENALTO PLAYSCHOOL,"5025 49 STREET  BENALTO, AB  T0M 0H0",18,403-348-1883
PRE-SCHOOL (FACILITY-BASED PROGRAM),BERGEN COMMUNITY PLAYSCHOOL,"SE 5-32-5-5  BERGEN, AB  T0M 1X0",16,403-638-6686
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEST CHOICE IN-SCHOOL CARE,"4331 - 41 AVENUE SW  CALGARY, AB  T3E 1G2",45,403-804-7964
DAY CARE (FACILITY-BASED PROGRAM),BETHEL DAYCARE CHRISTIAN SCHOOL,"107 BRETT DRIVE  FORT MCMURRAY, AB  T9K 1V1",22,780-880-6510
DAY CARE (FACILITY-BASED PROGRAM),BETHEL DAYCARE ELSIE YANIK,"331 CALLEN DRIVE  FORT MCMURRAY, AB  T9K 0Z8",55,780-880-6510
DAY CARE (FACILITY-BASED PROGRAM),BETHEL DAYCARE ST. KATERI,"1-301 SPARROW HAWK DRIVE  FORT MCMURRAY, AB  T9K 0P1",26,780-880-6510
PRE-SCHOOL (FACILITY-BASED PROGRAM),BETHEL LUTHERAN EDUCATIONAL SERVICES PRESCHOOL,"298 BETHEL DRIVE  SHERWOOD PARK, AB  T8H 2C5",20,780-417-7775
PRE-SCHOOL (FACILITY-BASED PROGRAM),BETHLEHEM LUTHERAN CHURCH NURSERY SCHOOL,"4638 117 AVENUE  EDMONTON, AB  T5W 0Y8",26,780-477-2894
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BETWEEN FRIENDS DAY CARE,"10638 215 STREET  EDMONTON, AB  T5S 1T7",45,780-447-4699
DAY CARE (FACILITY-BASED PROGRAM),BETWEEN FRIENDS DAY CARE,"10638 215 STREET  EDMONTON, AB  T5S 1T7",45,780-447-4699
DAY CARE (FACILITY-BASED PROGRAM),BEVERLY DAY CARE SOCIETY & FAMILY RESOURCE CENTRE,"11005 34 STREET  RUNDLE SCHOOL  EDMONTON, AB  T5W 1Y7",81,780-477-1151
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEVERLY DAY CARE SOCIETY & FAMILY RESOURCE CENTRE,"11005 34 STREET  RUNDLE SCHOOL  EDMONTON, AB  T5W 1Y7",81,780-477-1151
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEZANSON PLAYSCHOOL,"BEZANSON SCHOOL  9804 100 ST  BEZANSON, AB  T0H 0G0",16,780-532-6490
DAY CARE (FACILITY-BASED PROGRAM),BGC DAYCARE,"1006 - 11 AVENUE SE  HIGH RIVER, AB  T1V 1P2",96,403-652-2702
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - ARDROSSAN,"53117 RANGE ROAD 222  HOLY REDEEMER SCHOOL  ARDROSSAN, AB  T8E 2M8",80,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - ARDROSSAN ELEMENTARY,"53131 RANGE RD 222  ARDROSSAN, AB  T8E 2M8",80,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - CANTEEN,"123, 2016 SHERWOOD DRIVE  SHERWOOD PARK, AB  T8A 3X3",100,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - DAVIDSON CREEK,"360 DAVENPORT DRIVE  DAVIDSON CREEK SCHOOL  SHERWOOD PARK, AB  T8H 1Y1",80,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - HERITAGE HILLS SCHOOL,"280 HERITAGE DRIVE  SHERWOOD PARK, AB  T8A 5R3",60,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - MADONNA SCHOOL,"15 MAIN BLVD  MADONNA CATHOLIC SCHOOL  SHERWOOD PARK, AB  T8A 3N3",40,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - WOODBRIDGE SCHOOL,"1127 PARKER DRIVE  WOODBRIDGE SCHOOL  SHERWOOD PARK, AB  T8A 2B6",80,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY OUT OF SCHOOL CARE,"3 SPRUCE AVENUE  SHERWOOD PARK, AB  T8A 2B6",60,780-416-1500
DAY CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY OUT OF SCHOOL CARE,"3 SPRUCE AVENUE  SHERWOOD PARK, AB  T8A 2B6",60,780-416-1500
PRE-SCHOOL (FACILITY-BASED PROGRAM),BGC OLDS & AREA,"5021 51ST STREET  OLDS, AB  T4H 1P8",30,403-556-2466
DAY CARE (FACILITY-BASED PROGRAM),BGC OLDS & AREA,"5021 51ST STREET  OLDS, AB  T4H 1P8",30,403-556-2466
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OLDS & AREA,"5021 51ST STREET  OLDS, AB  T4H 1P8",30,403-556-2466
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BIBS TO BOOKBAGS CHILD CARE CENTRE,"4627 49 STREET  ALIX, AB  T0C 0B0",36,403-754-5248
DAY CARE (FACILITY-BASED PROGRAM),BIBS TO BOOKBAGS CHILD CARE CENTRE,"4627 49 STREET  ALIX, AB  T0C 0B0",36,403-754-5248
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BIG STEPS ACADEMY,"230 CANADA OLYMPIC ROAD SW  CALGARY, AB  T3H 0S6",80,403-288-0125
DAY CARE (FACILITY-BASED PROGRAM),BIRDS AND BLOSSOMS DAYCARE CENTRE,"126, 80 SAGE HILL ROAD NW  CALGARY, AB  T3R 1W8",60,403-700-5657
DAY CARE (FACILITY-BASED PROGRAM),BISSELL CENTRE EARLY CHILDHOOD PROGRAM,"9331 105 AVE NW  EDMONTON, AB  T5H 0J7",66,780-423-2285
DAY CARE (FACILITY-BASED PROGRAM),BLACKMUD CREEK CHILD CARE,"1911/1925 105 STREET  EDMONTON, AB  T6J 5V9",87,587-458-2241
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLACKMUD CREEK CHILD CARE,"1911/1925 105 STREET  EDMONTON, AB  T6J 5V9",87,587-458-2241
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLATCHFORD DAYCARE INC.,"38 AIRPORT ROAD NW  EDMONTON, AB  T5G 0W7",40,639-470-1327
DAY CARE (FACILITY-BASED PROGRAM),BLATCHFORD DAYCARE INC.,"38 AIRPORT ROAD NW  EDMONTON, AB  T5G 0W7",40,639-470-1327
PRE-SCHOOL (FACILITY-BASED PROGRAM),BLOSSOM HEIGHTS CHILDCARE CENTRE,"5110, 47 LEGACY VIEW SE  CALGARY, AB  T2X 4A7",60,403-873-8577
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLOSSOM HEIGHTS CHILDCARE CENTRE,"6615 19 STREET SE  CALGARY, AB  T2C 0P1",30,403-523-9779
DAY CARE (FACILITY-BASED PROGRAM),BLOSSOM HEIGHTS CHILDCARE CENTRE,"5110, 47 LEGACY VIEW SE  CALGARY, AB  T2X 4A7",60,403-873-8577
DAY CARE (FACILITY-BASED PROGRAM),BLOSSOM HEIGHTS CHILDCARE CENTRE,"6615 19 STREET SE  CALGARY, AB  T2C 0P1",30,403-523-9779
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLOSSOM HEIGHTS CHILDCARE CENTRE,"5110, 47 LEGACY VIEW SE  CALGARY, AB  T2X 4A7",60,403-873-8577
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLUE BIRD ACADEMY INC.,"5031 49 AVENUE  MILLET, AB  T0C 1Z0",41,780-200-9289
DAY CARE (FACILITY-BASED PROGRAM),BLUE BIRD ACADEMY INC.,"5031 49 AVENUE  MILLET, AB  T0C 1Z0",41,780-200-9289
DAY CARE (FACILITY-BASED PROGRAM),BLUE BIRD CHILD CARE CENTRE (WEST END),"18204 84 AVENUE  EDMONTON, AB  T5T 2B4",48,780-481-1328
DAY CARE (FACILITY-BASED PROGRAM),BLUE QUILL MONTESSORI DAYCARE,"2823/2809 116 STREET  EDMONTON, AB  T6J 4R6",143,780-437-0639
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLUE QUILL MONTESSORI DAYCARE,"2823/2809 116 STREET  EDMONTON, AB  T6J 4R6",143,780-437-0639
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLUEBERRY BEFORE AND AFTER SCHOOL CARE,"RANGE ROAD 20 AND  1532 PARKLAND DRIVE  STONY PLAIN, AB  T7Z 1Y6",45,780-918-7825
PRE-SCHOOL (FACILITY-BASED PROGRAM),BLUEBERRY PLAYSCHOOL,"53109 RANGE ROAD 15  PARKLAND COUNTY, AB  T7Z 2E4",20,780-340-2583
DAY CARE (FACILITY-BASED PROGRAM),BLUESKY DAY CARE,"11909/11913 134 AVENUE  EDMONTON, AB  T5E 1L4",72,780-454-8210
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLUESKY DAY CARE,"11909/11913 134 AVENUE  EDMONTON, AB  T5E 1L4",72,780-454-8210
PRE-SCHOOL (FACILITY-BASED PROGRAM),BLUFFTON PLAYSCHOOL,"BLUFFTON SCHOOL  BOX 1, SITE 2, RR#1  BLUFFTON, AB  T0C 0M0",19,403-843-6528
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BON ACCORD OUT OF SCHOOL CARE,"HWY 28 RR 240  BON ACCORD SCHOOL  BON ACCORD, AB  T0A 0K0",28,780-923-2338
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BONAVISTA MONTESSORI CHILDRENS CENTRE,"463 LAKE NEWELL CRESCENT SE  CALGARY, AB  T2J 3L5",39,403-278-1894
DAY CARE (FACILITY-BASED PROGRAM),BONAVISTA MONTESSORI CHILDRENS CENTRE,"463 LAKE NEWELL CRESCENT SE  CALGARY, AB  T2J 3L5",39,403-278-1894
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BONNIE DOON OSC (BILINGUAL),"8817 - 92 STREET  EDMONTON, AB  T6C 3P9",22,780-440-0048
PRE-SCHOOL (FACILITY-BASED PROGRAM),BONNIE DOON PLAYSCHOOL,"8631 81 STREET  EDMONTON, AB  T6C 2W1",18,780-461-3449
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BONNYVILLE AND DISTRICT DAYCARE,"4714 48 STREET  BONNYVILLE, AB  T9N 2J7",126,780-826-2101
DAY CARE (FACILITY-BASED PROGRAM),BONNYVILLE AND DISTRICT DAYCARE,"4714 48 STREET  BONNYVILLE, AB  T9N 2J7",126,780-826-2101
