Type,Name,Location,Capacity,Phone
DAY CARE (FACILITY-BASED PROGRAM),AMY'S DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",117,780-666-0137
DAY CARE (FACILITY-BASED PROGRAM),AN ENCHANTED FOREST DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",120,780-459-0888
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),AN ENCHANTED FOREST DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",120,780-459-0888
PRE-SCHOOL (FACILITY-BASED PROGRAM),ANDREW PRE-SCHOOL PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-365-3501
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ANGEL KEEPERS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",146,780-250-8200
DAY CARE (FACILITY-BASED PROGRAM),ANGEL KEEPERS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",146,780-250-8200
DAY CARE (FACILITY-BASED PROGRAM),ANGEL WINGS DAYCARE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",46,587-719-6972
DAY CARE (FACILITY-BASED PROGRAM),ANGELS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,780-485-0008
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ANGELS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,780-485-0008
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ANN'S AFTER SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,780-718-4410
DAY CARE (FACILITY-BASED PROGRAM),ANN'S DAY CARE LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,780-718-4410
DAY CARE (FACILITY-BASED PROGRAM),ANNE'S KINDER KASTLE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",44,780-488-3336
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),APOLLO OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,780-489-0810
DAY CARE (FACILITY-BASED PROGRAM),APPLE CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",88,780-456-6993
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),APPLE CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",88,780-456-6993
PRE-SCHOOL (FACILITY-BASED PROGRAM),APPLE TREE PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,403-252-1161
DAY CARE (FACILITY-BASED PROGRAM),APPLETON CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",39,780-884-5013
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ARCHBISHOP JOSEPH MACNEIL OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",65,780-432-4855
PRE-SCHOOL (FACILITY-BASED PROGRAM),ARDMORE SCHOOL PRE SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",28,780-826-5144
PRE-SCHOOL (FACILITY-BASED PROGRAM),ARTISTIQUE GYMANSTICS CLUB AND PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",48,403-358-8498
DAY CARE (FACILITY-BASED PROGRAM),ARTISTIQUE GYMANSTICS CLUB AND PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",48,403-358-8498
DAY CARE (FACILITY-BASED PROGRAM),ARTS IN MOTION PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,403-347-9101
PRE-SCHOOL (FACILITY-BASED PROGRAM),ARTS IN MOTION PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,403-347-9101
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ARTS IN MOTION PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,403-347-9101
DAY CARE (FACILITY-BASED PROGRAM),ASLAN DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,403-381-2626
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ASPEN AFTER SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",52,780-705-1133
DAY CARE (FACILITY-BASED PROGRAM),ASPEN HILL MONTESSORI,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",70,403-246-2794
DAY CARE (FACILITY-BASED PROGRAM),ASPEN HILL MONTESSORI INC. - STRATHCONA CAMPUS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",35,403-246-2794
DAY CARE (FACILITY-BASED PROGRAM),ASPEN LAKES DISCOVERY CENTER LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",48,587-797-2095
DAY CARE (FACILITY-BASED PROGRAM),ASSOCIATION OF CIVIC EMPLOYEES CHILD DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",68,403-268-4803
PRE-SCHOOL (FACILITY-BASED PROGRAM),ASSOCIATION PRE-MATERNELLE LES BOUTS D'CHOUX,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,780-975-7188
PRE-SCHOOL (FACILITY-BASED PROGRAM),ASSOCIATION PREMATERNELLE GRANDIR A PETITS PAS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",17,780-974-3558
PRE-SCHOOL (FACILITY-BASED PROGRAM),ASUNI WAHCHI AWASISUK ABORIGINAL HEAD START,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-846-6997
PRE-SCHOOL (FACILITY-BASED PROGRAM),ATLAS LEARNING ACADEMY LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",64,403-912-1133
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ATLAS LEARNING ACADEMY LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",64,403-912-1133
PRE-SCHOOL (FACILITY-BASED PROGRAM),AU CHAPEAU PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",16,403-529-7695
DAY CARE (FACILITY-BASED PROGRAM),AUNTIE LEE'S INNOVATIVE FUNDED PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",14,780-450-2005
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),AUNTIE LEE'S INNOVATIVE FUNDED PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",14,780-450-2005
DAY CARE (FACILITY-BASED PROGRAM),AUNTIE ROSE'S COMMUNITY DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-987-7338
DAY CARE (FACILITY-BASED PROGRAM),AURORA LEARNING TREE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",34,780-235-1470
PRE-SCHOOL (FACILITY-BASED PROGRAM),AVONMORE COMMUNITY PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,780-465-1941
PRE-SCHOOL (FACILITY-BASED PROGRAM),B-SMART LEARNING CENTER INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-982-4928
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),B-SMART LEARNING CENTER INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",115,780-982-4928
DAY CARE (FACILITY-BASED PROGRAM),B-SMART LEARNING CENTER INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",115,780-982-4928
DAY CARE (FACILITY-BASED PROGRAM),BABYCARE MONTESSORI CHILDREN'S CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",39,403-243-2645
DAY CARE (FACILITY-BASED PROGRAM),BALWIN DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,780-478-3839
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BALWIN DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,780-478-3839
DAY CARE (FACILITY-BASED PROGRAM),BALWIN LEARN N PLAY DAYCARE & OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",56,780-200-9242
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BALWIN LEARN N PLAY DAYCARE & OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",56,780-200-9242
DAY CARE (FACILITY-BASED PROGRAM),BAMBI CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",61,403-281-5255
DAY CARE (FACILITY-BASED PROGRAM),BAMBINI GRANVILLE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",168,825-401-1813
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BAMBINI GRANVILLE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",168,825-401-1813
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BAMBY DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",47,780-451-5540
DAY CARE (FACILITY-BASED PROGRAM),BAMBY DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",47,780-451-5540
DAY CARE (FACILITY-BASED PROGRAM),BANFF CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",82,403-762-3339
PRE-SCHOOL (FACILITY-BASED PROGRAM),BANFF RUNDLE PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-762-4828
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BARR COLONY - O.S.C.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-875-4054
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BASSANO DYNAMITE ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",35,403-501-0077
DAY CARE (FACILITY-BASED PROGRAM),BASSANO DYNAMITE ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",35,403-501-0077
PRE-SCHOOL (FACILITY-BASED PROGRAM),BATURYN COMMUNITY LEAGUE PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",17,780-473-1915
PRE-SCHOOL (FACILITY-BASED PROGRAM),BAWLF OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",42,780-373-2115
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BAWLF OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",42,780-373-2115
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BCS - CHILD CARE PROGRAMS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",46,403-295-2566
PRE-SCHOOL (FACILITY-BASED PROGRAM),BCS - CHILD CARE PROGRAMS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",46,403-295-2566
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEACON HILL BETHEL CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",44,780-750-7700
DAY CARE (FACILITY-BASED PROGRAM),BEACON HILL BETHEL CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",44,780-750-7700
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEAMTON MONTESSORI INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-918-0121
DAY CARE (FACILITY-BASED PROGRAM),BEAR FAMILY CHILDREN'S CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",89,780-946-6252
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEAR FAMILY CHILDREN'S CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",89,780-946-6252
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEARSPAW PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,403-239-4441
DAY CARE (FACILITY-BASED PROGRAM),BEAUMONT EARLY LEARNING CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",78,780-929-1263
DAY CARE (FACILITY-BASED PROGRAM),BEAUMONT MONTESSORI EARLY LEARNING LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",97,587-474-1311
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEAUMONT MONTESSORI EARLY LEARNING LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",97,587-474-1311
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEAUMONT SCHOOL AGED SITE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",61,780-929-1263
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEAUX ESPRITS PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,780-484-4926
DAY CARE (FACILITY-BASED PROGRAM),BEAVERLODGE DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-354-2855
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEAVERLODGE DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-354-2855
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEBE'S DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",117,780-456-5002
DAY CARE (FACILITY-BASED PROGRAM),BEBE'S DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",117,780-456-5002
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEDDINGTON HEIGHTS BEFORE AND AFTER SCHOOL PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",126,403-295-8837
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEDROCK PLAYSCHOOL SOCIETY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-823-6391
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEE CREATIVE PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",22,780-909-8764
DAY CARE (FACILITY-BASED PROGRAM),BEE HIVE CHILD CARE CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",54,403-732-4051
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEISEKER PLAYSCHOOL ASSOCIATION,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,403-947-2463
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BELFAST STUDENT CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-277-3361
PRE-SCHOOL (FACILITY-BASED PROGRAM),BELGRAVIA CO-OPERATIVE PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",16,780-292-5195
DAY CARE (FACILITY-BASED PROGRAM),BELLA CASA MONTESSORI SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-313-7235
PRE-SCHOOL (FACILITY-BASED PROGRAM),BENALTO PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,403-348-1883
PRE-SCHOOL (FACILITY-BASED PROGRAM),BERGEN COMMUNITY PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",16,403-638-6686
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEST CHOICE IN-SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,403-804-7964
DAY CARE (FACILITY-BASED PROGRAM),BETHEL DAYCARE CHRISTIAN SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",22,780-880-6510
DAY CARE (FACILITY-BASED PROGRAM),BETHEL DAYCARE ELSIE YANIK,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",55,780-880-6510
DAY CARE (FACILITY-BASED PROGRAM),BETHEL DAYCARE ST. KATERI,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",26,780-880-6510
PRE-SCHOOL (FACILITY-BASED PROGRAM),BETHEL LUTHERAN EDUCATIONAL SERVICES PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-417-7775
PRE-SCHOOL (FACILITY-BASED PROGRAM),BETHLEHEM LUTHERAN CHURCH NURSERY SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",26,780-477-2894
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BETWEEN FRIENDS DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-447-4699
DAY CARE (FACILITY-BASED PROGRAM),BETWEEN FRIENDS DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-447-4699
DAY CARE (FACILITY-BASED PROGRAM),BEVERLY DAY CARE SOCIETY & FAMILY RESOURCE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",81,780-477-1151
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BEVERLY DAY CARE SOCIETY & FAMILY RESOURCE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",81,780-477-1151
PRE-SCHOOL (FACILITY-BASED PROGRAM),BEZANSON PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",16,780-532-6490
DAY CARE (FACILITY-BASED PROGRAM),BGC DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",96,403-652-2702
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - ARDROSSAN,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - ARDROSSAN ELEMENTARY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - CANTEEN,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - DAVIDSON CREEK,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - HERITAGE HILLS SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - MADONNA SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY - WOODBRIDGE SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-416-1500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,780-416-1500
DAY CARE (FACILITY-BASED PROGRAM),BGC OF STRATHCONA COUNTY OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,780-416-1500
PRE-SCHOOL (FACILITY-BASED PROGRAM),BGC OLDS & AREA,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-556-2466
DAY CARE (FACILITY-BASED PROGRAM),BGC OLDS & AREA,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-556-2466
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BGC OLDS & AREA,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-556-2466
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BIBS TO BOOKBAGS CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,403-754-5248
DAY CARE (FACILITY-BASED PROGRAM),BIBS TO BOOKBAGS CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,403-754-5248
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BIG STEPS ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,403-288-0125
DAY CARE (FACILITY-BASED PROGRAM),BIRDS AND BLOSSOMS DAYCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-700-5657
DAY CARE (FACILITY-BASED PROGRAM),BISSELL CENTRE EARLY CHILDHOOD PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",66,780-423-2285
DAY CARE (FACILITY-BASED PROGRAM),BLACKMUD CREEK CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",87,587-458-2241
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLACKMUD CREEK CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",87,587-458-2241
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLATCHFORD DAYCARE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,639-470-1327
DAY CARE (FACILITY-BASED PROGRAM),BLATCHFORD DAYCARE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,639-470-1327
PRE-SCHOOL (FACILITY-BASED PROGRAM),BLOSSOM HEIGHTS CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-873-8577
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLOSSOM HEIGHTS CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-523-9779
DAY CARE (FACILITY-BASED PROGRAM),BLOSSOM HEIGHTS CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-873-8577
DAY CARE (FACILITY-BASED PROGRAM),BLOSSOM HEIGHTS CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-523-9779
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLOSSOM HEIGHTS CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-873-8577
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLUE BIRD ACADEMY INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",41,780-200-9289
DAY CARE (FACILITY-BASED PROGRAM),BLUE BIRD ACADEMY INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",41,780-200-9289
DAY CARE (FACILITY-BASED PROGRAM),BLUE BIRD CHILD CARE CENTRE (WEST END),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",48,780-481-1328
DAY CARE (FACILITY-BASED PROGRAM),BLUE QUILL MONTESSORI DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",143,780-437-0639
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLUE QUILL MONTESSORI DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",143,780-437-0639
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLUEBERRY BEFORE AND AFTER SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-918-7825
PRE-SCHOOL (FACILITY-BASED PROGRAM),BLUEBERRY PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-340-2583
DAY CARE (FACILITY-BASED PROGRAM),BLUESKY DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",72,780-454-8210
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BLUESKY DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",72,780-454-8210
PRE-SCHOOL (FACILITY-BASED PROGRAM),BLUFFTON PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",19,403-843-6528
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BON ACCORD OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",28,780-923-2338
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BONAVISTA MONTESSORI CHILDRENS CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",39,403-278-1894
DAY CARE (FACILITY-BASED PROGRAM),BONAVISTA MONTESSORI CHILDRENS CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",39,403-278-1894
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BONNIE DOON OSC (BILINGUAL),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",22,780-440-0048
PRE-SCHOOL (FACILITY-BASED PROGRAM),BONNIE DOON PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,780-461-3449
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BONNYVILLE AND DISTRICT DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",126,780-826-2101
DAY CARE (FACILITY-BASED PROGRAM),BONNYVILLE AND DISTRICT DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",126,780-826-2101
PRE-SCHOOL (FACILITY-BASED PROGRAM),BOW ISLAND PLAYSCHOOL ASSOCIATION,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-545-2131
DAY CARE (FACILITY-BASED PROGRAM),BOW TRAIL DAYCARE LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",49,403-686-0222
DAY CARE (FACILITY-BASED PROGRAM),BOW VALLEY BEFORE AND AFTER SCHOOL PROGRAMS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,403-678-7570
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BOW VALLEY BEFORE AND AFTER SCHOOL PROGRAMS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,403-678-7570
DAY CARE (FACILITY-BASED PROGRAM),BOW VALLEY CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",94,403-269-1719
PRE-SCHOOL (FACILITY-BASED PROGRAM),BOWDEN PLAY & LEARN,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-224-3287
PRE-SCHOOL (FACILITY-BASED PROGRAM),BOWMONT COMMUNITY PRE-SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",34,403-288-4460
PRE-SCHOOL (FACILITY-BASED PROGRAM),BOYLE GREAT BEGINNINGS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",34,780-689-3647
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BOYS & GIRLS CLUB OF COCHRANE AND AREA - 5TH AVE CLUB,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,403-542-6435
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),BOYS & GIRLS CLUB OF COCHRANE AND AREA - GLENBOW CLUB,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,403-981-2946
